rp,return_value,ci_low,ci_high
88048.83581643464,2849.11104688012,2258.17095725298,3407.597718447569
90110.18251665018,2856.7737283643337,2258.8326066255013,3422.0733654464734
92219.78823334322,2864.411124805324,2260.305861488614,3436.8037039132328
94378.7827777539,2872.0234154052846,2260.6533121298826,3455.6431140165632
96588.32241158708,2879.6107757712507,2261.144777372307,3474.4312557826197
98849.59046625586,2887.1733780201434,2261.4682003720422,3493.2969547808025
101163.7979766207,2894.711390880246,2261.783340734117,3512.24069594002
103532.18432956615,2902.2249797892687,2262.0904170060317,3531.340187633603
105956.01792776148,2909.7143069891263,2262.389641655719,3550.4459206272104
108436.59686896109,2917.1795316175517,2262.681221255897,3569.7818439031817
110975.2496412072,2924.6208097966783,2262.965356662101,3589.2002102794672
113573.33583431052,2932.0382947186986,2263.242243184638,3608.7015167067943
116232.24686798519,2939.432136728708,2264.123684824707,3628.2862599015184
118953.40673703207,2946.8024834048474,2264.380433541784,3647.9549364049117
121738.27277396621,2954.149479635837,2264.63040694653,3667.708042640955
124588.33642950082,2961.4732676960075,2264.8737881055135,3692.119306506868
127505.12407130128,2968.7739873179144,2265.11075492848,3716.8595980292575
130490.19780144015,2976.051775762625,2265.3414803239966,3741.783272915907
133545.15629298973,2983.3067678877637,2265.5661323498857,3766.8918249756325
136671.63564620074,2990.5390962134024,2265.7848743586496,3792.1227077260955
139871.31026472387,2997.7488909858607,2265.997865138079,3814.920381676117
143145.89375234785,3004.9362802395062,2266.2052590472276,3834.49431054975
146497.1398307285,3012.1013898566175,2266.407206147919,3854.104940827967
149926.8432786047,3019.2443436253775,2266.6038523319617,3873.7868406998473
153436.84089300132,3026.365263296065,2266.9064050922357,3893.540379692309
157029.01247293776,3033.464268635517,2267.093170779853,3913.365926799395
160705.28182616385,3040.5414774799005,2267.274957711365,3938.5367808309584
164467.61779946627,3047.5970057858754,2267.4519009484284,3965.6267936164545
168318.0353330955,3054.6309676801916,2267.624131773301,3988.5307544703624
172258.59653987875,3061.643475507775,2267.791777800312,4016.0161471611405
176291.4118095948,3068.634639878354,2267.9549630837623,4045.21771193403
180418.64093920717,3075.6045697116824,2268.113808222379,4071.9454568338415
184642.49428955425,3082.553372281403,2268.324889187801,4094.0606346329423
188965.23396912115,3089.481153257586,2269.060935193656,4116.184901871461
193389.1750455232,3096.388016748004,2270.225919567169,4138.3420112357935
197916.68678535573,3103.2740653381816,2270.4483084313288,4160.585733995287
202550.19392306663,3110.1394001302524,2270.546547311042,4184.169646322065
207292.177959537,3116.984120780663,2270.651765200119,4213.334519292774
212145.17849106278,3123.80832553678,2270.8025659062205,4242.700105712461
217111.79456945052,3130.612111272405,2271.846849413948,4272.2678848090745
222194.6860939524,3137.395573522264,2272.8920851408006,4302.0393450209285
227396.57523579276,3144.158806515485,2273.9296447378406,4332.015984084921
232720.24789604073,3150.901903208106,2274.9540999800074,4358.582672666401
238168.55519761608,3157.624955314633,2275.9656229472284,4384.648308793669
243744.41501222216,3164.3280533386937,2276.9643832276643,4410.848837262736
249450.81352303165,3171.011286602809,2277.9505479618756,4437.018451323221
255290.80682395166,3177.674743277302,2278.924281885934,4463.327256131074
261267.52255633264,3184.318510408387,2279.8857473735147,4489.776070526024
267384.1615839944,3190.942673945453,2280.8351044770156,4516.365716684595
273643.9997074672,3197.547318767571,2281.7725109677144,4543.097020161088
280050.3894183631,3204.1325287092477,2282.6981223749967,4567.886438241242
286606.761694825,3210.698386585456,2283.6120920246985,4592.405745347376
293316.6278390042,3217.2449742159515,2284.514571076573,4624.429111660896
300183.5813575592,3223.7723724489074,2285.405708560907,4652.031296525298
307211.2998861759,3230.2806611838905,2286.2856514143327,4679.785208914729
314403.54715915,3236.769919394185,2287.1545445148313,4707.6917643725865
321764.1750250735,3243.240225148503,2288.0125307159756,4735.751882826678
329297.1255097148,3249.6916556320807,2288.859750880416,4763.966488634931
337006.4329271925,3256.1242871671957,2289.696343912646,4792.336510630984
344896.22604057594,3262.538195233115,2290.522446791059,4820.862882169645
352970.73027306504,3268.933454485484,2291.338194599314,4849.504880894514
361234.26997094305,3275.310138775192,2292.1437205570464,4878.123133299309
369691.2707195032,3281.668321166715,2292.9391560499216,4906.896083572418
378346.26171319326,3288.008073955946,2293.7246306590614,4935.824626545547
387203.8781812557,3294.3294686875533,2294.5002721898613,4964.861804091399
396268.86387014785,3300.6325761718526,2295.266206700212,4994.024321239442
405546.07358408277,3306.9174665012247,2296.0225585281382,5023.343623121372
415040.4757850472,3313.1842090660825,2296.76945031888,5052.820606773638
424757.1552536894,3319.432872570412,2297.507003051424,5082.929698190287
434701.31581250264,3325.663525046888,2298.235336064503,5114.767901490919
444878.28311275854,3331.8762338715787,2298.9545670820744,5146.804286950593
455293.5074866948,3338.071065778262,2299.664812238299,5179.040140740101
465952.5668664687,3344.2480868723533,2300.3661861020214,5211.476756487929
476861.1697714474,3350.4073626444524,2301.05880170078,5244.115435339325
488025.15836544335,3356.548957983544,2301.7427705443424,5276.957486015467
499450.511585514,3362.672937189829,2302.4182026477956,5310.0042248728005
511143.34834401653,3368.779363987227,2303.0852065541867,5343.2569759624885
523109.9308056258,3374.868301535533,2303.7438893567337,5376.717071090031
535356.6677410719,3380.939812442266,2304.394356720622,5410.385849875019
547890.1179593945,3386.9939587741915,2305.036712904385,5444.178406375745
560716.9938205458,3393.0308020685466,2305.6710607808855,5478.148587045961
573844.1648302393,3399.050403343967,2306.297501857914,5512.329959464088
587278.6613189488,3405.052823111125,2306.916136298401,5546.72388425819
601027.6782070388,3411.0381213830888,2307.5270629402576,5580.91378013921
615098.5788580504,3417.0063576854154,2308.1303793158654,5606.739681551709
629498.8990221887,3422.9575910659646,2308.7261816711994,5632.653317432019
644236.350872137,3428.8918801044792,2309.3145649846156,5661.073861939872
659318.8271333541,3434.809282921891,2309.895622985302,5696.022349136877
674754.4053110686,3440.709857189404,2310.469448171398,5731.175371563198
690551.352016233,3446.593660137333,2311.0361318277965,5766.4259423244175
706718.1273927492,3452.4607485637125,2311.595764043631,5801.887428238404
723263.3896483533,3458.3111788426872,2312.1484337294582,5837.561128199745
740195.9996915652,3464.1450069326847,2312.694228634143,5873.448348478969
757525.025877192,3469.9622883843713,2313.2332353614506,5909.550402775441
775259.7488629464,3475.7630783484155,2313.765539386351,5945.868612270441
793409.6665797492,3481.547431583041,2314.291225071049,5981.616184029033
811984.4993184009,3487.3154024613946,2314.8103756807423,6014.199349692459
830994.1949353387,3493.0670449787153,2315.323073399105,6046.9418282338165
850448.9341802669,3498.8024127593358,2315.829399343523,6079.8444296875505
870359.1361485166,3504.5215590634893,2316.329433580064,6112.907967659763
890735.463861044,3510.224536793956,2316.823255138205,6146.1332593541
911588.8299750818,3515.911398502534,2317.3109420253104,6179.521125597651
932930.4026284696,3521.5821963963513,2317.7925712408787,6213.028576442276
954771.6114208066,3527.236982344008,2318.268218790548,6246.599005371756
977124.1535346502,3532.8758078815827,2318.73795969988,6280.332424571681
1000000.0,3538.498724218465,2319.2018680279125,6314.229651660283
