rp,return_value,ci_low,ci_high
1.0,8.294499264114565,-7.845566232610199,11.113487784203086
1.0353218432956621,10.680997503682663,6.856181119446759,12.034253902109754
1.0718913192051278,11.256516388216626,9.159732624519,12.340485829912119
1.109752496412072,11.634814689327257,10.447203605845036,12.562678453861365
1.1489510001873091,11.925438935508355,11.122533947721514,12.78782473565993
1.1895340673703196,12.165253210309837,11.45560827778821,13.002350100027245
1.2315506032928256,12.371481011140663,11.686775220811061,13.223750196153436
1.2750512407130132,12.553657953015541,11.869270271909057,13.46925812940485
1.3200884008314178,12.717654605034955,12.012581862947586,13.711463114656018
1.3667163564620066,12.86735992619433,12.143579906805627,13.929323081540282
1.414991297434576,13.005492604687806,12.25548717760913,14.158624703364351
1.4649713983072858,13.13403332190667,12.358193848904655,14.393172591194595
1.516716888470923,13.254473066399612,12.46922224496174,14.582255083164961
1.5702901247293772,13.367964422825294,12.578706005600603,14.765010484987705
1.6257556664437942,13.475418215405341,12.681625558109415,14.914663698767539
1.6831803533309566,13.577567696581959,12.7732406252132,15.059339168688526
1.7426333860096501,13.675012595016774,12.869302410424245,15.188617348144048
1.8041864093920723,13.768250194088187,12.952363228885083,15.312826304575397
1.8679135990207825,13.857697790817712,13.041688708207664,15.426702923887675
1.9338917504552309,13.943709267674645,13.11803983848201,15.531460147732354
2.0022003718155843,14.026587546483492,13.192740549208962,15.628073924818334
2.0729217795953714,14.10659410079752,13.273713037498993,15.716417161917203
2.146141197858404,14.18395632746587,13.347069645049807,15.793346981022351
2.2219468609395236,14.25887333393122,13.40482616385142,15.86515669746624
2.3004301197729182,14.331520535377273,13.472130312450938,15.932296929152573
2.381685551976158,14.402053345573025,13.535143294397917,15.99721610769158
2.465811075822603,14.470610168989934,13.601678885493145,16.060363635599366
2.552908068239517,14.537314848118006,13.667046136753394,16.119499798473864
2.643081486974105,14.602278681584728,13.722140724680782,16.174957984226218
2.7364399970746707,14.665602100919273,13.770693647530438,16.227035121744617
2.833096101839324,14.72737607343185,13.820575859663748,16.275996713075838
2.9331662783900443,14.787683283548311,13.875963685453648,16.322081030547597
3.036771118035458,14.846599133579186,13.94497783156153,16.365502639381734
3.1440354715914998,14.904192596283806,13.999221851554932,16.406437284418857
3.2550885998350583,14.960526944989184,14.054088527076692,16.445263327732842
3.370064329271928,15.015660381922533,14.105319480074876,16.48164064183772
3.489101213406773,15.069646581441948,14.158907523449487,16.516159979552008
3.6123426997094312,15.122535161728507,14.205369383493135,16.54879434810195
3.739937302478797,15.174372096034295,14.25503993087165,16.579773252717526
3.872038781812555,15.225200072614014,14.299144176368909,16.609126586726088
4.008806328898465,15.275058810891341,14.352571986174581,16.636937822667708
4.150404757850476,15.323985340139275,14.406646804067867,16.663316872859248
4.297004704320841,15.372014245921793,14.44758539217953,16.688320399351557
4.448782831127584,15.419177888702347,14.500246849328978,16.712158760028615
4.605922041145106,15.465506598334256,14.5557512195584,16.734728724236035
4.768611697714469,15.511028847579105,14.599814497651648,16.75625460527382
4.937047852839003,15.55577140732806,14.643481018613684,16.776700991302388
5.111433483440167,15.599759485809091,14.686152417855302,16.796154857078605
5.291978735958442,15.643016853735764,14.7305196317041,16.81467181752164
5.478901179593942,15.685565957078573,14.769953610435262,16.83209550392856
5.672426068491977,15.72742801890865,14.811002394667609,16.84776399004174
5.872786613189481,15.768623131568173,14.851743897643086,16.86273990312664
6.080224261649422,15.80917034025606,14.891086218760414,16.877742389927974
6.294988990221888,15.849087718976442,14.93121803340479,16.892155567681346
6.517339604882424,15.888392439676874,14.97031874416027,16.90591275998259
6.747544053110693,15.927100835300074,15.008758319502228,16.919047520949288
6.985879746785248,15.965228457384237,15.050636485901785,16.93159138113356
7.232633896483535,16.002790128770588,15.096003945281744,16.943573995455097
7.488103857590023,16.039799991910755,15.135873079226046,16.95502327809236
7.75259748862946,16.07627155320931,15.175630030781432,16.965965525684034
8.026433522257173,16.11221772378712,15.21993867623433,16.976425530032166
8.309941949353393,16.147650857007807,15.25360673522817,16.98642415765142
8.603464416684503,16.18258278307188,15.29193234759563,16.995982649211317
8.907354638610439,16.217024840949854,15.328102552252432,17.00788784350052
9.221978823334327,16.25098790789685,15.362644906744459,17.016452827310342
9.547716114208056,16.28448242676551,15.396893252663318,17.025125419145176
9.884959046625584,16.31751843131161,15.430904609781738,17.033636502440697
10.234114021054532,16.350105569666944,15.467967797300098,17.043778026206763
10.59560179277616,16.382253126136554,15.504759128413623,17.052901439666456
10.969857978923836,16.41397004146165,15.530787796335307,17.06071420028682
11.357333583431052,16.44526493167599,15.55471103395823,17.06735881493748
11.758495540521563,16.476146105671063,15.573590146308412,17.082813352217034
12.173827277396613,16.506621581574482,15.599032511629206,17.102200238622565
12.603829296797274,16.536699102036316,15.630143843139598,17.109643980224483
13.049019780144022,16.566386148509274,15.66103513840396,17.11668821228127
13.509935211980265,16.59568995460089,15.69185171549014,17.120894591282763
13.98713102647238,16.62461751856881,15.722447432700637,17.128014950793933
14.481182276745338,16.653175615024022,15.752796577490912,17.143700698362217
14.992684327860456,16.681370805901167,15.786145811020127,17.173571477004455
15.522253574270472,16.70920945075002,15.815029344027849,17.20742938323769
16.070528182616385,16.73669771639757,15.841329485078314,17.268754037013775
16.638168860761283,16.763841586025997,15.8734060077953,17.308840889114226
17.225859653987865,16.79064686770811,15.915965533883313,17.350605044903123
17.834308769319094,16.817119202438306,15.950272657202516,17.38799589485946
18.464249428955434,16.843264071694218,15.968502904575454,17.45034815222336
19.116440753857017,16.86908680456112,15.98894960316303,17.50713347971049
