rp,return_value,ci_low,ci_high
1.0,13.520880327609477,13.16163065901483,14.092802545010121
1.0353218432956621,13.576052030269963,13.199937313177465,14.168750877011439
1.0718913192051278,13.630775484830522,13.238220481928964,14.243092017376869
1.109752496412072,13.685054333128353,13.27646070548691,14.315860274417076
1.1489510001873091,13.738892187412176,13.31458306634801,14.387089217914882
1.1895340673703196,13.792292630582637,13.352672258293847,14.456811695149291
1.2315506032928256,13.845259216430733,13.39072861056594,14.525059846569265
1.2750512407130132,13.897795469874335,13.428752451630322,14.59186512112498
1.3200884008314178,13.949904887192751,13.466744109181178,14.657258291264053
1.3667163564620066,14.00159093625942,13.504703910144475,14.721269467600154
1.414991297434576,14.05285705677269,13.542632180681572,14.783928113261172
1.4649713983072858,14.103706660484724,13.580529246192834,14.845263057924038
1.516716888470923,14.154143131428567,13.618395431321222,14.905302511543011
1.5702901247293772,14.204169826143339,13.65623105995587,14.964074077778255
1.6257556664437942,14.253790073897619,13.694910637184448,15.021604767131237
1.6831803533309566,14.303007176911002,13.735110173639065,15.077921009793416
1.7426333860096501,14.351824410573872,13.775429695816747,15.133048668214515
1.8041864093920723,14.400245023665361,13.815869597575242,15.187013049396551
1.8679135990207825,14.448272238569576,13.856430274157779,15.239838916919622
1.9338917504552309,14.495909251490028,13.897112122198159,15.291550502705375
2.0022003718155843,14.543159232662353,13.937915539725871,15.3421715185239
2.0729217795953714,14.590025326565286,13.978840926171234,15.391725167249687
2.146141197858404,14.636510652129921,14.019888682370519,15.440234153872163
2.2219468609395236,14.682618302947287,14.061059210571145,15.487720696266178
2.3004301197729182,14.728351347474208,14.102352914436851,15.53420653572774
2.381685551976158,14.773712829237528,14.143770199052916,15.57971294728013
2.465811075822603,14.818705767036647,14.185311470931378,15.624260749755447
2.552908068239517,14.863333155144417,14.226977138016288,15.667870315656492
2.643081486974105,14.907597963506424,14.268767609688972,15.71056158080384
2.7364399970746707,14.951503137938625,14.310683296773322,15.752354053772804
2.833096101839324,14.995051600323393,14.352724611541106,15.79326682512486
2.9331662783900443,15.038246248803981,14.394891967717289,15.83331857643812
3.036771118035458,15.08108995797737,14.437185780485384,15.872527589141173
3.1440354715914998,15.1235855790856,14.479606466492823,15.910911753154668
3.2550885998350583,15.165735940205494,14.522154443856332,15.948488575344825
3.370064329271928,15.20754384643688,14.562950071685982,15.985275187793006
3.489101213406773,15.249012080089273,14.602461580694726,16.021288355885368
3.6123426997094312,15.290143400867029,14.641859737142493,16.056544486226535
3.739937302478797,15.330940546053,14.680930805243019,16.091059634381203
3.872038781812555,15.371406230690718,14.717626304821431,16.124849512447323
4.008806328898465,15.411543147765057,14.75267340655475,16.157929496464707
4.150404757850476,15.451353968381467,14.787577646433952,16.19031463366252
4.297004704320841,15.490841341943728,14.822339619001257,16.22201964954928
4.448782831127584,15.530007896330273,14.856959916276338,16.253058954848782
4.605922041145106,15.568856238069067,14.891439127767217,16.283446652285292
4.768611697714469,15.607388952511076,14.925777840481095,16.31319654322138
4.937047852839003,15.64560860400232,14.959976638935162,16.342322134151516
5.111433483440167,15.683517736054526,14.994036105167336,16.370836643054687
5.291978735958442,15.721118871514406,15.02795681874696,16.398753005609066
5.478901179593942,15.758414512731543,15.061739356785463,16.426083881271737
5.672426068491977,15.795407141724933,15.09538429394696,16.452841659226465
5.872786613189481,15.83209922034815,15.128892202458822,16.479038464202375
6.080224261649422,15.868493190453194,15.162263652122173,16.504686162166383
6.294988990221888,15.904591474052985,15.195499210322373,16.52979636589208
6.517339604882424,15.940396473482561,15.22936440548768,16.554380440407865
6.747544053110693,15.975910571558938,15.26607451588746,16.578449508326877
6.985879746785248,16.011136131739697,15.299636480820867,16.602014455061354
7.232633896483535,16.046075498280263,15.333100502909637,16.62508593392394
7.488103857590023,16.080730996389928,15.366333039718292,16.647794849319823
7.75259748862946,16.115104932386576,15.398943797143842,16.67012518131183
8.026433522257173,16.149199593850184,15.431445943646738,16.691992557344175
8.309941949353393,16.18301724977505,15.463817847799609,16.71606174611458
8.603464416684503,16.216560150720802,15.493034396312543,16.740492467717388
8.907354638610439,16.24983052896216,15.52207322955435,16.764489396546995
9.221978823334327,16.28283059863751,15.552281399054866,16.78806027427232
9.547716114208056,16.315562555896236,15.57754914033966,16.811330697338068
9.884959046625584,16.348028579044886,15.601160230377163,16.834223630129536
10.234114021054532,16.38023082869215,15.624558420608343,16.856713113219364
10.59560179277616,16.412171447892607,15.647746572093148,16.881442075859898
10.969857978923836,16.443852562289397,15.670440904606847,16.922429874108406
11.357333583431052,16.47527628025564,15.692471957612089,16.959027409150096
11.758495540521563,16.50644469303477,15.714294652535907,17.01243430226962
12.173827277396613,16.5373598748797,15.736354279644758,17.053886305533016
12.603829296797274,16.568023883190875,15.762496638645331,17.085983976563437
13.049019780144022,16.59843875865316,15.78846277994736,17.118305681954517
13.509935211980265,16.628606525371683,15.814254022904917,17.158906584342596
13.98713102647238,16.65852919100653,15.839871676164211,17.203029775886655
14.481182276745338,16.688208746906334,15.865317037755197,17.247075738836106
14.992684327860456,16.717647168240816,15.89059139518238,17.28973179634753
15.522253574270472,16.746846414132246,15.915696025514839,17.34339406163191
16.070528182616385,16.77580842778579,15.940632195475429,17.397132793255942
16.638168860761283,16.80453513661885,15.965401161529206,17.450948228194438
17.225859653987865,16.833028452389332,15.990004169971089,17.504840604124173
17.834308769319094,16.86129027132287,16.01444245701272,17.558810159425963
18.464249428955434,16.889322474239016,16.03871724886857,17.612857133186782
19.116440753857017,16.91712692667642,16.062829761841307,17.666981765201818
